npm warn exec The following package was not found and will be installed: serve@14.2.6
 INFO  Accepting connections at http://localhost:3000
 HTTP  3/26/2026 11:43:54 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:43:54 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:43:54 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:43:54 AM ::1 GET /icon-192x192.png
 HTTP  3/26/2026 11:43:54 AM ::1 GET /icon-512x512.png
 HTTP  3/26/2026 11:43:54 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:43:54 AM ::1 Returned 200 in 0 ms
 HTTP  3/26/2026 11:46:33 AM ::1 GET /
 HTTP  3/26/2026 11:46:33 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:46:33 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:46:33 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:46:33 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:46:33 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:46:33 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:46:33 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:46:33 AM ::1 GET /js/fluxo_caixa.js
 HTTP  3/26/2026 11:46:33 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:46:33 AM ::1 Returned 200 in 3 ms
 HTTP  3/26/2026 11:46:33 AM ::1 Returned 200 in 4 ms
 HTTP  3/26/2026 11:46:33 AM ::1 Returned 200 in 4 ms
 HTTP  3/26/2026 11:46:33 AM ::1 Returned 200 in 5 ms
 HTTP  3/26/2026 11:46:34 AM ::1 GET /login.html
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 301 in 1 ms
 HTTP  3/26/2026 11:46:34 AM ::1 GET /sw.js
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:46:34 AM ::1 GET /login
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 200 in 3 ms
 HTTP  3/26/2026 11:46:34 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 304 in 2 ms
 HTTP  3/26/2026 11:46:34 AM ::1 GET /
 HTTP  3/26/2026 11:46:34 AM ::1 GET /index.html
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 301 in 0 ms
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:46:34 AM ::1 GET /index
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 301 in 1 ms
 HTTP  3/26/2026 11:46:34 AM ::1 GET /login
 HTTP  3/26/2026 11:46:34 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:46:34 AM ::1 GET /
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:46:34 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:46:34 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:46:34 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 304 in 3 ms
 HTTP  3/26/2026 11:46:34 AM ::1 GET /icon-192x192.png
 HTTP  3/26/2026 11:46:34 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 200 in 0 ms
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:46:34 AM ::1 GET /icon-512x512.png
 HTTP  3/26/2026 11:46:34 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:48:41 AM ::1 GET /index.html
 HTTP  3/26/2026 11:48:41 AM ::1 Returned 301 in 1 ms
 HTTP  3/26/2026 11:48:41 AM ::1 GET /index
 HTTP  3/26/2026 11:48:41 AM ::1 Returned 301 in 0 ms
 HTTP  3/26/2026 11:48:41 AM ::1 GET /
 HTTP  3/26/2026 11:48:41 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:48:41 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:48:41 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:48:41 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:48:41 AM ::1 Returned 200 in 4 ms
 HTTP  3/26/2026 11:48:41 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:48:41 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:48:41 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:48:41 AM ::1 Returned 200 in 6 ms
 HTTP  3/26/2026 11:48:41 AM ::1 GET /js/fluxo_caixa.js
 HTTP  3/26/2026 11:48:41 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:48:41 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:48:41 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:48:42 AM ::1 GET /sw.js
 HTTP  3/26/2026 11:48:42 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:48:42 AM ::1 GET /
 HTTP  3/26/2026 11:48:42 AM ::1 GET /login.html
 HTTP  3/26/2026 11:48:42 AM ::1 Returned 301 in 0 ms
 HTTP  3/26/2026 11:48:42 AM ::1 Returned 304 in 2 ms
 HTTP  3/26/2026 11:48:42 AM ::1 GET /login
 HTTP  3/26/2026 11:48:42 AM ::1 GET /
 HTTP  3/26/2026 11:48:42 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:48:42 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:48:42 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:48:42 AM ::1 Returned 200 in 4 ms
 HTTP  3/26/2026 11:48:42 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:48:42 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:48:42 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:48:42 AM ::1 Returned 304 in 2 ms
 HTTP  3/26/2026 11:48:42 AM ::1 Returned 304 in 2 ms
 HTTP  3/26/2026 11:48:42 AM ::1 Returned 304 in 3 ms
 HTTP  3/26/2026 11:48:42 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:48:42 AM ::1 Returned 304 in 0 ms
 HTTP  3/26/2026 11:48:42 AM ::1 GET /icon-192x192.png
 HTTP  3/26/2026 11:48:42 AM ::1 GET /icon-512x512.png
 HTTP  3/26/2026 11:48:42 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:48:42 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /index.html
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 301 in 1 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /index
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 301 in 1 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:49:21 AM ::1 GET /js/fluxo_caixa.js
 HTTP  3/26/2026 11:49:21 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 200 in 3 ms
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 200 in 3 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /sw.js
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /
 HTTP  3/26/2026 11:49:21 AM ::1 GET /login.html
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 301 in 0 ms
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /
 HTTP  3/26/2026 11:49:21 AM ::1 GET /login
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:49:21 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 304 in 2 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:49:21 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 304 in 0 ms
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /icon-192x192.png
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 200 in 0 ms
 HTTP  3/26/2026 11:49:21 AM ::1 GET /icon-512x512.png
 HTTP  3/26/2026 11:49:21 AM ::1 Returned 200 in 9 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /index.html
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 301 in 1 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /index
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 301 in 1 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 200 in 3 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:49:46 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 200 in 4 ms
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /js/fluxo_caixa.js
 HTTP  3/26/2026 11:49:46 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 200 in 4 ms
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /sw.js
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /
 HTTP  3/26/2026 11:49:46 AM ::1 GET /login.html
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 301 in 0 ms
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /login
 HTTP  3/26/2026 11:49:46 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:49:46 AM ::1 GET /
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 200 in 3 ms
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:49:46 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:49:46 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 304 in 2 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 304 in 0 ms
 HTTP  3/26/2026 11:49:46 AM ::1 GET /icon-192x192.png
 HTTP  3/26/2026 11:49:46 AM ::1 GET /icon-512x512.png
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:49:46 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:50:14 AM ::1 GET /index.html
 HTTP  3/26/2026 11:50:14 AM ::1 Returned 301 in 1 ms
 HTTP  3/26/2026 11:50:14 AM ::1 GET /index
 HTTP  3/26/2026 11:50:14 AM ::1 Returned 301 in 0 ms
 HTTP  3/26/2026 11:50:14 AM ::1 GET /
 HTTP  3/26/2026 11:50:14 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:50:14 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:50:14 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:50:14 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:50:14 AM ::1 Returned 200 in 4 ms
 HTTP  3/26/2026 11:50:14 AM ::1 GET /js/fluxo_caixa.js
 HTTP  3/26/2026 11:50:14 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:50:14 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:50:14 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:50:14 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:50:14 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:50:14 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:50:14 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:50:15 AM ::1 GET /sw.js
 HTTP  3/26/2026 11:50:15 AM ::1 Returned 200 in 0 ms
 HTTP  3/26/2026 11:50:15 AM ::1 GET /login.html
 HTTP  3/26/2026 11:50:15 AM ::1 Returned 301 in 1 ms
 HTTP  3/26/2026 11:50:15 AM ::1 GET /
 HTTP  3/26/2026 11:50:15 AM ::1 Returned 304 in 0 ms
 HTTP  3/26/2026 11:50:15 AM ::1 GET /login
 HTTP  3/26/2026 11:50:15 AM ::1 GET /
 HTTP  3/26/2026 11:50:15 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:50:15 AM ::1 Returned 304 in 0 ms
 HTTP  3/26/2026 11:50:15 AM ::1 Returned 304 in 2 ms
 HTTP  3/26/2026 11:50:15 AM ::1 Returned 200 in 3 ms
 HTTP  3/26/2026 11:50:15 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:50:15 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:50:15 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:50:15 AM ::1 Returned 304 in 0 ms
 HTTP  3/26/2026 11:50:15 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:50:15 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:50:15 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:50:15 AM ::1 GET /icon-192x192.png
 HTTP  3/26/2026 11:50:15 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:50:15 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:50:15 AM ::1 GET /icon-512x512.png
 HTTP  3/26/2026 11:50:15 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /index.html
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 301 in 1 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /index
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 301 in 0 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 200 in 0 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 200 in 0 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 200 in 0 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /js/fluxo_caixa.js
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 200 in 0 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 200 in 3 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /sw.js
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /login.html
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 301 in 0 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 304 in 2 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /login
 HTTP  3/26/2026 11:50:55 AM ::1 GET /
 HTTP  3/26/2026 11:50:55 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 304 in 2 ms
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 200 in 3 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:50:55 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 304 in 0 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:50:55 AM ::1 GET /icon-192x192.png
 HTTP  3/26/2026 11:50:55 AM ::1 GET /icon-512x512.png
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 200 in 0 ms
 HTTP  3/26/2026 11:50:55 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:51:40 AM ::1 GET /index.html
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 301 in 1 ms
 HTTP  3/26/2026 11:51:40 AM ::1 GET /index
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 301 in 1 ms
 HTTP  3/26/2026 11:51:40 AM ::1 GET /
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:51:40 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:51:40 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:51:40 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:51:40 AM ::1 GET /js/inteligencia_financeira.js
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:51:40 AM ::1 GET /js/fluxo_caixa.js
 HTTP  3/26/2026 11:51:40 AM ::1 GET /js/utils.js
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 200 in 2 ms
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 200 in 6 ms
 HTTP  3/26/2026 11:51:40 AM ::1 GET /sw.js
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:51:40 AM ::1 GET /
 HTTP  3/26/2026 11:51:40 AM ::1 GET /login.html
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 301 in 0 ms
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:51:40 AM ::1 GET /login
 HTTP  3/26/2026 11:51:40 AM ::1 GET /css/styles.css
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 200 in 1 ms
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:51:40 AM ::1 GET /
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 304 in 1 ms
 HTTP  3/26/2026 11:51:40 AM ::1 GET /css/inteligencia_financeira.css
 HTTP  3/26/2026 11:51:40 AM ::1 GET /js/script.js
 HTTP  3/26/2026 11:51:40 AM ::1 Returned 304 in 0 ms
